,Issue_Time,Color,Make,Route,Fine_Amount,Binned
2898330,1429.0,SL,BMW,378R1,25.0,1
6112481,1347.0,BK,MERZ,00612,63.0,4
5916384,1955.0,BK,TOYT,401B,63.0,4
4376935,1951.0,SL,FORD,00301,68.0,4
3965001,1234.0,GY,LEXS,00115,93.0,6
3354727,1402.0,BL,NISS,00658,63.0,4
1920354,1243.0,WT,DODG,00136,73.0,5
4308890,640.0,BL,AUDI,00401,93.0,6
3836798,922.0,WT,AUDI,00483,73.0,5
3516221,1813.0,GY,TOYT,00401,68.0,4
742987,1055.0,GY,JEEP,00201,25.0,1
2052587,859.0,RD,TOYT,00491,63.0,4
621768,1251.0,GY,TOYT,00635,73.0,5
5591385,1442.0,BN,FRHT,00600,93.0,6
3677143,835.0,GY,VOLK,00363,73.0,5
509314,1215.0,GY,TOYT,00564,73.0,5
754099,1815.0,GY,HOND,00600,73.0,5
3210076,945.0,SL,NISS,00483,63.0,4
1355863,1742.0,RD,CHEV,00681,63.0,4
2772036,121.0,SL,LEXS,00402,58.0,3
4674472,2236.0,BK,TOYT,00402,58.0,3
5254729,1722.0,BL,TOYT,00600,63.0,4
6140052,811.0,GY,LEXS,00146,73.0,5
703169,842.0,SL,TOYT,00600,73.0,5
401535,2231.0,BK,NISS,205A,58.0,3
805927,1837.0,GY,TOYT,00402,93.0,6
6484925,1401.0,BK,LEXS,340R,25.0,1
6093337,855.0,GY,KIA,00135,73.0,5
3805022,1140.0,SI,HOND,00001,50.0,2
6499575,1659.0,WT,FORD,403A,63.0,4
5296708,32.0,GY,INFI,504A,25.0,1
1996182,951.0,WT,INFI,396A,25.0,1
1140390,1506.0,BN,OTHR,6T4,93.0,6
3941771,1741.0,GY,MAZD,00600,93.0,6
3157198,1027.0,SL,HD,00600,68.0,4
1349217,1215.0,GY,DODG,00531,73.0,5
4741116,1011.0,BK,NISS,00356,25.0,1
3739739,1256.0,BK,AUDI,00355,73.0,5
4712036,1645.0,MR,CHEV,00500,93.0,6
2866533,1005.0,GO,STRN,00500,73.0,5
1783142,1448.0,BK,CHEV,00641,63.0,4
6688094,2021.0,WT,LEXS,00309,68.0,4
3173717,1819.0,GY,SUBA,00403,68.0,4
1059282,1047.0,WT,FORD,00673,68.0,4
2969445,1218.0,WT,OTHR,651B,93.0,6
3723543,1805.0,WT,AUDI,00400,68.0,4
876945,843.0,BL,TOYT,350R1,25.0,1
5051512,1341.0,MR,LEXS,00402,53.0,3
3103287,1327.0,BL,BMW,00642,63.0,4
2390391,226.0,RD,NISS,00506,25.0,1
4319981,1053.0,BK,AUDI,00427,68.0,4
3818208,1113.0,BK,CHEV,00142,73.0,5
1875625,939.0,SL,VOLK,00465,58.0,3
610348,1234.0,BL,TOYT,00667,58.0,3
4722887,1018.0,BL,TOYT,00141,25.0,1
1883878,1211.0,BN,OTHR,00664,93.0,6
2187524,1949.0,GN,MNNI,00476,63.0,4
4760204,909.0,BK,FORD,00675,73.0,5
94602,826.0,WT,VOLK,00641,73.0,5
1987143,1657.0,BL,TOYT,00315,68.0,4
1668325,1227.0,WT,FORD,00664,68.0,4
5041547,426.0,BK,FORD,00500,73.0,5
5305907,906.0,RD,HOND,00553,73.0,5
650544,811.0,WT,AUDI,00334,73.0,5
2053002,1829.0,BK,TOYT,00321,63.0,4
2894717,856.0,BK,BMW,489R1,25.0,1
2435664,1802.0,GY,FORD,00301,93.0,6
2293272,1146.0,GY,HOND,00396,63.0,4
1233639,833.0,GY,AUDI,00154,73.0,5
1020286,913.0,RD,HOND,00145,73.0,5
750310,1153.0,GY,HOND,57B,73.0,5
4049072,942.0,BK,LEXS,00176,68.0,4
6322588,2242.0,BL,MAZD,00309,63.0,4
3742090,1202.0,BG,MERZ,00301,73.0,5
5991728,1745.0,BK,CHEV,00500,63.0,4
4477293,819.0,GY,NISS,350R2,63.0,4
5236576,431.0,BK,VOLK,00400,68.0,4
5479193,1205.0,SL,NISS,00354,73.0,5
647494,1229.0,GN,MERZ,389R,73.0,5
5293986,809.0,GY,HYUN,00500,93.0,6
6439589,2222.0,WT,SUBA,00309,68.0,4
2573,1323.0,WT,GRUM,00631,93.0,6
4236483,1412.0,WT,HOND,00681,73.0,5
4574532,225.0,OT,HOND,506C,68.0,4
2598893,16.0,BL,BUIC,00401,73.0,5
5183304,2256.0,SL,HYUN,402A,68.0,4
6319287,643.0,WT,OTHR,00600,93.0,6
1960515,213.0,SL,INFI,00401,73.0,5
1970491,1317.0,RD,CHEV,00181,58.0,3
914292,1244.0,WT,HYUN,00443,73.0,5
6624399,1253.0,GY,HOND,00483,73.0,5
1765208,149.0,WT,MERZ,00113,25.0,1
5938057,1809.0,BL,OTHR,00315,68.0,4
5285641,1033.0,GN,BENT,00396,73.0,5
2581878,1022.0,BK,TOYT,00461,73.0,5
3381664,1054.0,RD,HYUN,00338,73.0,5
742591,820.0,GY,ACUR,643,63.0,4
5941836,1740.0,BL,TOYT,00600,58.0,3
4144709,1213.0,BK,CHEV,00666,93.0,6
5511367,1139.0,RD,BMW,00651,58.0,3
5821783,256.0,GN,FORD,00600,68.0,4
743608,1908.0,GY,DODG,00317,68.0,4
4499603,2224.0,BL,TOYT,00319,68.0,4
4257473,717.0,BK,FORD,00134,68.0,4
2563752,1920.0,WH,TOYO,2A104,25.0,1
3557978,2001.0,SL,KIA,00666,68.0,4
815276,946.0,GO,HOND,00171,363.0,8
5618104,1411.0,BN,GRUM,00641,93.0,6
4014469,1149.0,GY,BMW,00363,25.0,1
1729912,1414.0,BN,AUDI,00600,63.0,4
2380541,957.0,SL,HOND,00145,73.0,5
1201756,20.0,GY,BMW,401,73.0,5
4227548,1627.0,SL,SAA,00600,93.0,6
4780841,1244.0,GN,MAZD,00551,73.0,5
3685412,1251.0,WT,TOYT,00107,63.0,4
5303245,510.0,OT,NISS,506C,68.0,4
4067737,1208.0,SL,FORD,00351,73.0,5
1854771,1447.0,BK,TOYT,449R2,73.0,5
3584548,1245.0,RD,NISS,00672,63.0,4
3905782,714.0,MR,TOYT,57B,58.0,3
6415338,1236.0,MR,NISS,00542,73.0,5
4961762,1347.0,WT,ACUR,360R1,58.0,3
2182814,416.0,WT,ACUR,00611,73.0,5
95963,1822.0,TN,TOYT,00402,68.0,4
1457829,1828.0,GY,NISS,00111,63.0,4
444623,705.0,SL,BMW,00403,163.0,7
4733769,251.0,SL,GMC,00500,25.0,1
5090587,915.0,WT,HOND,178R1,68.0,4
3108697,1027.0,GY,HYUN,00303,68.0,4
6108257,1251.0,GY,TOYT,00633,58.0,3
1208868,1612.0,WT,JEEP,00681,63.0,4
4277099,1507.0,BN,GRUM,00677,93.0,6
5186616,812.0,WT,DODG,00562,93.0,6
5027483,1206.0,RD,JEEP,360R1,58.0,3
4826310,840.0,WT,JEEP,00430,93.0,6
4831513,1137.0,SL,TOYT,00159,68.0,4
2899657,1022.0,BK,TOYT,00491,73.0,5
3138318,152.0,GY,JAGU,00500,68.0,4
4514757,726.0,WT,JEEP,00686,93.0,6
2351702,1700.0,RD,FIAT,00903,93.0,6
5456899,1329.0,GY,TOYT,111R,58.0,3
1150026,758.0,GY,TOYT,00632,93.0,6
4111016,1349.0,WT,FORD,00657,93.0,6
3939407,1219.0,GY,VOLK,00456,73.0,5
2512107,1804.0,BL,NISS,00500,93.0,6
1859662,1919.0,GY,NISS,00108,63.0,4
2398264,1341.0,GY,TOYT,00308,63.0,4
2102815,1133.0,BG,CHRY,00474,63.0,4
3053602,231.0,GO,GMC,00506,25.0,1
2098973,1638.0,WT,NISS,00632,63.0,4
5583037,1356.0,BK,LNDR,00358,363.0,8
1546490,828.0,WT,VOLK,00673,73.0,5
1783830,1758.0,SL,HYUN,00300,73.0,5
867258,1701.0,BL,HOND,00681,68.0,4
5598364,1013.0,RD,LINC,00492,73.0,5
3046151,1522.0,BK,CHEV,689R1,93.0,6
2093487,1415.0,BK,FORD,00472,68.0,4
4242554,1135.0,BK,TOYT,00904,25.0,1
920446,145.0,GY,TOYT,00111,25.0,1
5170670,2234.0,BK,FORD,00204,25.0,1
2042953,1944.0,BL,BMW,00310,63.0,4
4413299,1351.0,BK,TRIU,00393,63.0,4
2498115,1041.0,BK,INFI,00494,63.0,4
2412086,1322.0,BK,TOYT,00113,93.0,6
644984,1425.0,WT,FORD,00161,58.0,3
907481,852.0,BK,VOLK,361,68.0,4
3761158,1306.0,WT,FORD,539BH,73.0,5
2356656,1215.0,BK,TOYT,00107,73.0,5
6122800,1246.0,WT,MERZ,103R,93.0,6
4129895,1012.0,BL,TOYT,00356,73.0,5
3380106,340.0,GY,VOLK,00401,68.0,4
4126800,1210.0,WT,BMW,00152,73.0,5
1461606,359.0,GN,TOYT,00611,93.0,6
1565616,451.0,SL,TOYT,00500,73.0,5
5572113,1607.0,RD,ACUR,00600,93.0,6
3283863,2235.0,SL,CHRY,00111,63.0,4
1565588,1842.0,WT,TOYT,00601,63.0,4
2610267,101.0,SL,MERZ,00403,25.0,1
4997296,1020.0,GN,TOYT,489R1,58.0,3
1687177,1044.0,GY,CHEV,00600,63.0,4
1286443,1358.0,BL,MAZD,00455,73.0,5
6443506,808.0,BK,HOND,00447,73.0,5
4367369,1022.0,BK,PORS,138B,73.0,5
1435793,1919.0,SL,BUIC,00401,68.0,4
5307153,1218.0,GY,PORS,00483,58.0,3
2249978,816.0,WT,CHRY,00153,73.0,5
4141817,1712.0,GY,TOYO,3C206,68.0,4
3428114,1520.0,GY,BMW,00483,25.0,1
3934283,1402.0,GY,HOND,00474,63.0,4
4733497,1528.0,BK,TOYT,6T8,63.0,4
6615200,1429.0,GY,VOLK,00471,58.0,3
5710324,2129.0,RD,ACUR,00401,68.0,4
719343,902.0,BK,RROV,00473,73.0,5
1942055,1303.0,SL,MERZ,00491,68.0,4
2845225,1203.0,SL,TOYT,6T4,63.0,4
5781330,837.0,BK,SUBA,00142,73.0,5
893152,1340.0,GY,HOND,00108,58.0,3
1302206,1224.0,WT,OTHR,00485,68.0,4
624181,1505.0,BK,AUDI,00475,63.0,4
2433926,1009.0,GN,STRN,00448,73.0,5
124893,1453.0,GY,CHRY,00483,25.0,1
5971797,1043.0,BL,CHEV,331,73.0,5
2371690,2314.0,WT,BUIC,00500,93.0,6
5083660,1043.0,GN,PLYM,00477,73.0,5
6034184,1128.0,WT,JEEP,00667,93.0,6
4629887,607.0,GY,MITS,00402,25.0,1
3638751,1348.0,SL,HYUN,00536,63.0,4
2241855,839.0,BL,JAGU,00671,68.0,4
3727414,1604.0,BN,OTHR,00643,63.0,4
5742665,1645.0,WT,MERZ,00309,25.0,1
3060374,1018.0,GY,CHEV,00451,73.0,5
2943589,504.0,GY,HOND,00504,25.0,1
6626835,1917.0,BK,BMW,00202,63.0,4
4210342,1922.0,WT,TOYT,00600,63.0,4
1082456,1020.0,TA,TOYO,00531,73.0,5
5333544,941.0,RD,NISS,00722,68.0,4
630327,804.0,GY,JEEP,00472,73.0,5
6405385,1210.0,BL,TOYT,360R1,73.0,5
5571530,1644.0,BK,LEXS,401B,93.0,6
297900,233.0,BK,NISS,00403,68.0,4
6663066,817.0,GY,CHEV,00355,73.0,5
4840160,1301.0,GY,NISS,340R,93.0,6
6644714,1403.0,SL,TOYT,00481,68.0,4
2576792,811.0,WT,LEXS,00472,73.0,5
2410057,1553.0,BN,UNK,00600,93.0,6
4840250,1653.0,WT,AUDI,00902,63.0,4
45599,2319.0,WT,TOYT,00401,68.0,4
4698137,805.0,BL,MNNI,00101,63.0,4
4783581,2054.0,BK,LINC,00500,68.0,4
1686940,1410.0,SL,VOLK,00108,63.0,4
1566280,1640.0,BK,FORD,00315,63.0,4
1089322,2242.0,GY,TOYT,00402,68.0,4
1777823,1121.0,GY,FORD,00901,93.0,6
1044753,1546.0,BL,CHRY,00351,63.0,4
6164174,1015.0,BK,HOND,00404,68.0,4
4841368,1022.0,SL,TOYT,00454,25.0,1
5632231,108.0,GY,SUBA,504A,25.0,1
1271481,836.0,GY,CHEV,00906,58.0,3
3725790,1219.0,WT,CHEV,534H,68.0,4
2347507,758.0,GY,HOND,00541,73.0,5
4065975,1711.0,BK,NISS,00500,68.0,4
6345439,1756.0,GY,FORD,402A,58.0,3
1883560,1108.0,BK,CHEV,00642,58.0,3
2069434,1710.0,BK,GMC,00401,58.0,3
1758440,1250.0,GY,LEXU,00001,363.0,8
5889441,834.0,BK,FORD,00158,73.0,5
5646193,856.0,SL,HOND,00136,73.0,5
2605233,1524.0,BK,VOLK,00108,68.0,4
3433853,245.0,BL,BUIC,00500,25.0,1
5705026,2034.0,GY,TOYT,402A,68.0,4
5590358,1951.0,GY,KIA,403B,63.0,4
3392896,1354.0,RD,TOYT,00406,63.0,4
1914775,40.0,GY,JEEP,00118,58.0,3
602141,1050.0,SL,TOYT,00143,25.0,1
4908690,1308.0,WT,FORD,00208,58.0,3
2820361,1226.0,GY,TOYT,534H,73.0,5
1892065,932.0,GY,MERZ,00601,25.0,1
2811054,1532.0,BN,OTHR,6T6,93.0,6
5881907,2135.0,BK,MNNI,00401,25.0,1
5663557,1118.0,SL,HOND,330R1,68.0,4
366780,1933.0,BK,FORD,00302,58.0,3
5440149,1309.0,BK,HOND,00642,63.0,4
2823603,1844.0,GY,JEEP,00207,58.0,3
5757374,1503.0,GY,DODG,00303,25.0,1
198948,1337.0,WT,OTHR,00154,58.0,3
4315973,944.0,SL,FORD,00389,73.0,5
290582,1015.0,BL,VOLV,00351,73.0,5
2805834,1011.0,SL,TOYT,00351,73.0,5
1428804,1117.0,OT,LEXS,00187,25.0,1
2822235,1216.0,BK,MERZ,00454,63.0,4
1803471,2307.0,WT,DODG,00600,25.0,1
3592364,308.0,GY,LEXS,00401,68.0,4
594547,1041.0,WT,TOYT,00363,58.0,3
2013264,1440.0,WT,DODG,00168,63.0,4
3297536,1120.0,SL,HYUN,00472,73.0,5
2001979,1209.0,BK,CHEV,00491,73.0,5
2468197,1017.0,BK,HOND,00442,73.0,5
5139697,1715.0,BL,CHEV,402B,63.0,4
1257249,713.0,WT,FORD,00111,93.0,6
3283764,1351.0,SL,HOND,00177,68.0,4
3176599,925.0,BL,MAZD,340R,93.0,6
4116368,441.0,MR,CHEV,00500,73.0,5
2457903,1947.0,BL,TOYT,00651,63.0,4
2051843,1647.0,GN,NISS,00111,63.0,4
5689535,2207.0,OR,FORD,402A,58.0,3
5456953,1516.0,WT,CHEV,00486,68.0,4
1176374,1006.0,WT,GMC,00667,25.0,1
6126025,1017.0,GY,JEEP,00442,73.0,5
1214111,1502.0,BK,BMW,647R2,63.0,4
2286864,1119.0,BN,TOYT,00662,58.0,3
5722413,812.0,BL,FORD,00444,73.0,5
340992,809.0,BK,LINC,00445,73.0,5
4952611,2257.0,WT,FORD,402A,68.0,4
3668228,1234.0,BK,ACUR,00445,73.0,5
3788588,1407.0,BK,MERZ,00396,68.0,4
6382834,1238.0,WT,VOLK,139B,73.0,5
468070,1353.0,BK,TOYT,00600,58.0,3
1846575,810.0,BK,ACUR,00353,73.0,5
817222,915.0,RD,VOLK,00471,73.0,5
566978,1039.0,WT,TOYT,00171,73.0,5
3785865,1211.0,BK,TOYT,00672,63.0,4
2708443,924.0,GY,LINC,00315,63.0,4
3948146,835.0,BK,HYUN,00676,73.0,5
3972742,827.0,WT,FORD,00675,73.0,5
5388743,1151.0,GY,TOYT,00421,73.0,5
5154467,1232.0,WT,BMW,00456,73.0,5
1475373,951.0,BN,OTHR,00658,93.0,6
855917,852.0,GY,TOYT,478R2,73.0,5
2987612,744.0,SL,NISS,00500,73.0,5
4751682,1637.0,GY,MNNI,00557,93.0,6
4259523,1209.0,BK,LEXS,00356,68.0,4
4493385,743.0,GY,HOND,00633,25.0,1
2927961,1849.0,BK,FORD,350R2,93.0,6
1599055,1400.0,BK,MERZ,00801,58.0,3
2390579,1205.0,GY,LEXS,00643,73.0,5
299566,1032.0,BK,AUDI,00471,25.0,1
5941884,1402.0,BK,SUBA,00906,63.0,4
2311697,1027.0,GY,TOYT,00471,25.0,1
6217950,1708.0,BL,HOND,00400,25.0,1
5433391,1102.0,BK,MERZ,00483,63.0,4
3461911,820.0,GY,INFI,1F51,50.0,2
5541161,1811.0,GY,TOYT,00203,68.0,4
5274753,1210.0,BK,NISS,00645,73.0,5
281830,1255.0,WT,HOND,00472,68.0,4
4064301,1136.0,OR,CHEV,00673,73.0,5
6015117,101.0,WT,TOYT,402A,68.0,4
6241468,1818.0,BK,FORD,00400,68.0,4
3514231,937.0,WT,FORD,378R1,68.0,4
6094501,1033.0,BK,MERZ,161R,63.0,4
5671117,929.0,WT,TOYT,00132,73.0,5
1554323,1013.0,GY,OLDS,00555,73.0,5
2002948,1022.0,SL,DODG,00374,73.0,5
422356,1422.0,RD,CHRY,00401,68.0,4
863239,1007.0,BK,INFI,00108,93.0,6
2130292,204.0,SL,MAZD,00604,68.0,4
3979124,1942.0,BK,HOND,00500,63.0,4
6272483,1505.0,SL,TOYT,906R,68.0,4
3737992,1043.0,SL,VOLK,00471,73.0,5
822501,1231.0,WT,GMC,00461,58.0,3
5846699,1327.0,BK,VOLK,00610,58.0,3
1796275,1311.0,SL,FORD,00111,58.0,3
6005845,822.0,OR,HOND,00555,73.0,5
4133441,918.0,BK,NISS,00147,73.0,5
5319475,2309.0,SL,HOND,00600,68.0,4
3806395,152.0,BK,HOND,00403,93.0,6
5554876,706.0,SL,TOYT,00456,93.0,6
4734837,1049.0,BL,NISS,00154,58.0,3
6364389,1726.0,GY,NISS,00201,25.0,1
2063185,1610.0,RD,NISS,00700,163.0,7
1849908,1043.0,BK,CHEV,00472,73.0,5
963669,1211.0,BK,MERZ,00495,63.0,4
1635546,1410.0,SL,INFI,363,63.0,4
414849,931.0,WT,FORD,00184,73.0,5
3753549,1309.0,BK,MERZ,00408,25.0,1
4739077,1037.0,BK,GMC,00600,25.0,1
6419009,1043.0,GY,NISS,00476,73.0,5
2663781,239.0,WT,BUIC,00506,93.0,6
3282752,608.0,WT,HOND,00501,73.0,5
6442645,746.0,WT,FORD,101R,73.0,5
1576812,1839.0,GN,HOND,00107,63.0,4
3041260,1907.0,BK,HYUN,00309,68.0,4
6457536,1015.0,WT,TOYT,00133,25.0,1
6342551,1350.0,BK,JEEP,5M31,58.0,3
2625426,1037.0,BK,CHEV,00631,73.0,5
4863351,1011.0,WT,TOYT,00536,73.0,5
3537595,1658.0,GY,TOYT,00403,63.0,4
4944546,1541.0,SL,TOYT,00106,68.0,4
2260124,948.0,SL,BUIC,00471,68.0,4
1226506,1555.0,GY,TOYT,00542,63.0,4
1341849,1137.0,SL,CHRY,00461,63.0,4
3502456,1258.0,BK,MERZ,00473,25.0,1
5260268,1843.0,BK,AUDI,00203,63.0,4
3715603,909.0,BK,FORD,00161,73.0,5
4098253,1207.0,WT,NISS,00351,73.0,5
263395,1131.0,GN,ACUR,00471,63.0,4
1706017,1416.0,BL,MERZ,00172,63.0,4
1847373,2239.0,WT,VOLK,00400,68.0,4
5602277,1046.0,WT,FORD,535H,73.0,5
1242857,839.0,GY,TOYT,00465,58.0,3
3543479,647.0,WT,INTL,00686,63.0,4
1789358,1853.0,BK,BMW,00400,68.0,4
809262,1927.0,GY,SUBA,00202,68.0,4
1841417,1107.0,BK,VOLV,00338,73.0,5
4614990,945.0,GY,HOND,11A89,50.0,2
2273697,1307.0,GY,TOYT,00465,73.0,5
3695705,116.0,GY,TOYT,00504,73.0,5
4179734,1106.0,WT,HYUN,00471,73.0,5
2388981,828.0,BK,ISU,00154,73.0,5
4116804,915.0,GY,MERZ,00144,73.0,5
873123,1013.0,BK,NISS,00638,58.0,3
73465,1845.0,BL,JEEP,2C17,40.0,2
6069545,1023.0,GO,VOLK,00600,58.0,3
5786528,811.0,RD,FORD,00631,73.0,5
175452,23.0,BK,JAGU,00402,25.0,1
6603663,824.0,BK,AUDI,00442,73.0,5
2975121,1006.0,BK,TOYT,00141,73.0,5
5177547,1426.0,BN,GRUM,00653,93.0,6
841783,1608.0,BK,DODG,00111,63.0,4
715058,1646.0,GY,HYUN,204B,93.0,6
2529857,1924.0,SL,NISS,00304,63.0,4
2770297,108.0,WT,FORD,00401,78.0,5
4724632,1225.0,GN,TOYT,00661,93.0,6
2471486,1821.0,SL,VOLK,00330,63.0,4
5565606,1707.0,OT,TOYT,402A,68.0,4
116812,1215.0,BK,BENZ,00443,73.0,5
955756,724.0,WT,FORD,00536,163.0,7
1659152,1242.0,BN,OTHR,6T42,93.0,6
5043472,1056.0,BL,FORD,00542,73.0,5
5687297,1545.0,GN,MERZ,00600,58.0,3
2744878,2036.0,GY,HYUN,00402,73.0,5
2567057,1141.0,GN,NISS,00177,58.0,3
6074033,833.0,GN,TOYT,00376,73.0,5
734614,839.0,GN,KIA,00337,73.0,5
2315927,1457.0,WT,JEEP,00351,63.0,4
1855165,952.0,BL,TOYT,00365,63.0,4
1628225,2305.0,BK,DODG,319,73.0,5
2898576,1217.0,WT,MERZ,00656,93.0,6
675373,2144.0,BG,CHRY,00402,68.0,4
5007883,1620.0,GY,BMW,00402,63.0,4
3117669,1343.0,BL,HOND,00108,68.0,4
5095644,1336.0,SL,INFI,00491,63.0,4
4278002,827.0,SL,VOLK,00657,93.0,6
2579759,1413.0,BK,JEEP,00202,25.0,1
1564677,1659.0,WT,MERZ,00600,58.0,3
3205980,1524.0,GY,HOND,00408,63.0,4
114260,1341.0,SL,HYUN,00671,25.0,1
5472377,1144.0,BK,DODG,00336,68.0,4
555000,450.0,BK,TOYT,00500,73.0,5
4831013,1015.0,BK,DODG,389R,68.0,4
1585216,1025.0,BK,TOYT,00666,93.0,6
2513579,1413.0,BK,LINC,00477,68.0,4
6568463,2200.0,BK,OTHR,00600,25.0,1
4189400,824.0,SL,HYUN,00151,73.0,5
4973374,1917.0,BK,BMW,00402,68.0,4
5111420,1221.0,WT,HOND,00154,73.0,5
3262570,718.0,GN,HYUN,00601,93.0,6
5271508,841.0,SL,KIA,00552,73.0,5
5023167,849.0,BK,HOND,00531,68.0,4
1913174,1324.0,GY,TSMR,00111,63.0,4
1663778,1224.0,WT,OTHR,00664,93.0,6
2191166,1412.0,GO,KIA,00643,68.0,4
3985973,1217.0,GO,TOYT,00107,73.0,5
3252204,826.0,GN,TOYT,00456,363.0,8
3534256,1741.0,WT,GMC,6T8,93.0,6
4313066,1148.0,SL,DATS,00635,58.0,3
5081012,1314.0,BK,VOLK,00485,63.0,4
6224704,1702.0,BK,FORD,403B,93.0,6
425975,2245.0,SL,JEEP,00316,93.0,6
2474739,1822.0,BK,KIA,00402,63.0,4
6724630,1132.0,WT,FRHT,00661,68.0,4
242496,17.0,SL,HOND,00403,58.0,3
2308643,710.0,BL,FORD,00563,68.0,4
2521007,1433.0,BK,HYUN,00484,63.0,4
4434220,1252.0,RD,MNNI,00174,63.0,4
3210105,1401.0,BK,OTHR,00488,63.0,4
2051931,2003.0,SL,SUBA,00319,68.0,4
1343098,1310.0,BL,HOND,360R2,63.0,4
3039479,1016.0,GY,BMW,00353,25.0,1
845848,914.0,BK,BMW,138B,93.0,6
58375,1309.0,RD,FORD,00664,25.0,1
4763630,1246.0,BK,NISS,00481,93.0,6
1317957,1350.0,SL,INFI,00631,25.0,1
2487853,937.0,WT,CHEV,00556,25.0,1
6405369,957.0,WT,TOYT,360R1,68.0,4
2294030,40.0,SL,FORD,00611,73.0,5
2087280,1646.0,SL,DODG,00536,93.0,6
5132171,1053.0,BK,AUDI,139B,73.0,5
4268289,1307.0,BK,AUDI,00906,63.0,4
3612903,1025.0,GO,TOYT,00451,73.0,5
1956014,1112.0,WT,OTHR,00185,73.0,5
1906576,1910.0,BK,HYUN,00601,63.0,4
5295131,851.0,WT,TOYT,00557,73.0,5
2204703,652.0,BL,VOLK,00401,58.0,3
2835352,1351.0,GO,ACUR,00500,68.0,4
1021156,1335.0,RD,KW,00634,63.0,4
95853,1809.0,GY,NISS,00114,73.0,5
1130788,2017.0,GY,TOYT,477,93.0,6
221193,1333.0,BL,NISS,00382,93.0,6
4455653,1119.0,GY,TOYT,00600,58.0,3
6418019,1011.0,BK,HOND,00600,93.0,6
2554822,1657.0,SL,FORD,00641,93.0,6
6129782,1719.0,SL,LEXS,00309,63.0,4
1272900,2133.0,WT,ACUR,00112,63.0,4
3141320,807.0,WT,HOND,00136,73.0,5
4758419,1126.0,BL,TOYT,00665,93.0,6
2217220,1231.0,WT,MERZ,00132,73.0,5
2713202,1606.0,GY,TOYT,00610,93.0,6
770588,928.0,BK,LEXS,00536,93.0,6
1119996,1115.0,RD,FIAT,00135,73.0,5
4781766,1519.0,BK,NISS,360R1,63.0,4
3410843,1049.0,SL,HOND,00651,63.0,4
2792639,106.0,RD,HOND,00600,25.0,1
191266,1559.0,WT,HOND,00381,63.0,4
4388346,903.0,GY,HOND,00564,68.0,4
5782866,1346.0,GY,FORD,00642,63.0,4
5098448,1115.0,BK,HOND,00500,73.0,5
1730438,1258.0,WT,FORD,00153,25.0,1
5714588,1107.0,BK,VOLK,00600,63.0,4
5819708,144.0,BK,NISS,00531,93.0,6
4193259,1645.0,SL,STRN,00464,163.0,7
5227727,1009.0,BK,PORS,00395,63.0,4
2878666,1625.0,SL,TOYT,00315,63.0,4
2580200,1243.0,SL,HOND,00441,73.0,5
3461140,2240.0,SI,BMV,14A11,50.0,2
422795,638.0,BL,TOYT,00309,58.0,3
5289913,1052.0,BL,MITS,00358,25.0,1
6402527,1222.0,WT,TOYT,00174,58.0,3
5814336,1102.0,BN,GRUM,00600,68.0,4
3161375,1900.0,BK,CHEV,3C214,58.0,3
1028218,1128.0,GY,PONT,00338,73.0,5
5247446,1228.0,BK,MERZ,00152,63.0,4
700647,1703.0,BK,CHEV,6T8,68.0,4
2228498,1337.0,BK,TOYT,00681,93.0,6
5296013,830.0,SL,CHRY,00548,73.0,5
3232400,900.0,RD,BMW,00157,73.0,5
3472224,2107.0,GY,CHEV,00401,25.0,1
5071353,422.0,RE,TOYO,00403,68.0,4
2382013,1631.0,GY,FIAT,00107,63.0,4
6334576,2157.0,GY,VOLK,207A,68.0,4
5675275,1201.0,GY,ALFA,00904,58.0,3
1547420,1405.0,SL,NISS,00685,63.0,4
399460,1214.0,RD,FORD,00485,73.0,5
848008,921.0,PK,GMC,00328,68.0,4
4708977,814.0,BK,MERZ,00651,58.0,3
4515671,1438.0,BK,CHEV,00314,68.0,4
1836036,1139.0,WT,LEXS,00107,58.0,3
4800060,1739.0,GO,TOYT,00611,63.0,4
557872,844.0,WT,JEEP,00541,73.0,5
4963004,1133.0,WT,MERZ,00113,63.0,4
5856388,816.0,BL,VOLK,00151,73.0,5
5248754,1229.0,WT,TOYT,00151,58.0,3
2956505,844.0,WT,DODG,378R2,73.0,5
1565965,1856.0,SL,FORD,00111,68.0,4
255014,1239.0,BK,MERZ,00176,73.0,5
2937612,820.0,SL,FORD,00455,73.0,5
2762839,1824.0,RD,HOND,00403,68.0,4
4731985,1223.0,BN,FRHT,00600,93.0,6
819191,849.0,SL,ACUR,00545,25.0,1
1937396,1851.0,BK,FORD,00315,63.0,4
1403389,120.0,BN,FIAT,00119,25.0,1
3513264,843.0,BK,DODG,00343,73.0,5
3608968,1311.0,GN,CHEV,00165,73.0,5
724433,1712.0,BL,OTHR,00402,63.0,4
5509042,1909.0,BK,CHEV,402A,63.0,4
3372948,1023.0,GY,TOYT,00472,73.0,5
2328106,1559.0,GY,TOYT,00485,58.0,3
1180718,959.0,BK,GMC,00368,63.0,4
3347082,1240.0,BK,DODG,00500,73.0,5
720880,1130.0,WT,NISS,00131,73.0,5
5467492,716.0,WT,FORD,00657,93.0,6
639721,2228.0,GN,ACUR,00315,73.0,5
2713576,1529.0,GY,LEXS,00107,363.0,8
3197366,1041.0,BK,TOYT,378R1,63.0,4
